MTRNR2L1,5.55E-17,2.73E-13
MTRNR2L12,5.55E-17,2.73E-13
MTRNR2L8,5.55E-17,2.73E-13
IFI6,4.22E-15,1.25E-11
IGFBP2,3.55E-15,1.25E-11
COL1A1,8.53E-14,2.10E-10
CST1,4.80E-12,8.86E-09
WFDC2,4.26E-12,8.86E-09
TYMP,2.49E-11,4.08E-08
KRT17,5.19E-11,7.67E-08
FN1,1.65E-10,2.22E-07
PFN1,3.94E-10,4.84E-07
C3,5.97E-10,6.78E-07
COL3A1,6.55E-10,6.91E-07
ATP2A3,2.49E-09,2.45E-06
CST4,3.26E-09,2.96E-06
KRT19,3.41E-09,2.96E-06
TFF2,3.73E-09,3.06E-06
HLA-DRA,5.12E-09,3.98E-06
ACTB,6.03E-09,4.44E-06
CST2,6.31E-09,4.44E-06
BGN,9.32E-09,6.25E-06
HLA-DPA1,9.97E-09,6.40E-06
COL1A2,1.58E-08,9.70E-06
CST3,2.07E-08,1.22E-05
MFAP2,6.58E-08,3.74E-05
B2M,7.14E-08,3.91E-05
CRABP2,8.64E-08,4.56E-05
SCGB3A1,1.47E-07,7.46E-05
MTRNR2L3,3.10E-07,0.000152352
ISLR,3.40E-07,0.000161918
DES,4.17E-07,0.000192507
TFF3,5.40E-07,0.000241446
CFD,6.14E-07,0.000266683
FCGBP,1.17E-06,0.000493432
CLDN3,1.22E-06,0.000498952
C1QA,2.29E-06,0.000915756
FOSB,2.54E-06,0.000985509
MTRNR2L10,3.15E-06,0.001194042
TM4SF1,3.90E-06,0.001438068
RARRES3,4.10E-06,0.001475549
AEBP1,5.09E-06,0.001788149
HLA-B,6.46E-06,0.002218778
GAPDH,7.42E-06,0.002490956
MMP11,1.31E-05,0.004313874
C11orf96,1.37E-05,0.004385132
MTRNR2L11,1.55E-05,0.004882149
STMN1,2.40E-05,0.007397731
C1QB,2.47E-05,0.007447717
TAGLN,2.53E-05,0.007476648
APH1A,2.66E-05,0.007708162
C1S,2.83E-05,0.00803823
MUC6,3.71E-05,0.010344738
COL6A2,3.93E-05,0.01074779
HLA-E,5.04E-05,0.013535199
TPM2,5.51E-05,0.014523118
SPINT2,6.12E-05,0.015851561
HTRA1,7.18E-05,0.018269581
CD52,7.45E-05,0.018658131
CACNA1A,8.38E-05,0.020621918
TMEM9,8.68E-05,0.021001396
NBL1,0.000107646,0.02563983
ATP5I,0.000123277,0.028896763
TSC22D4,0.000136492,0.031494548
GPSM3,0.000149741,0.033504665
HIGD2A,0.000148887,0.033504665
BMP1,0.000152419,0.033594739
HTRA3,0.000173266,0.037628152
IGFBP4,0.000201606,0.04314828
