A2M,8.35E-10,2.36E-07
AEBP1,5.55E-17,8.25E-14
BGN,5.55E-17,8.25E-14
C1QA,5.55E-17,8.25E-14
CAVIN1,5.55E-17,8.25E-14
CD74,5.55E-17,8.25E-14
COL1A1,5.55E-17,8.25E-14
COL1A2,5.55E-17,8.25E-14
COL3A1,5.55E-17,8.25E-14
CTGF,5.55E-17,8.25E-14
DMBT1,5.55E-17,8.25E-14
DUOXA2,5.55E-17,8.25E-14
EEF1A1,5.55E-17,8.25E-14
FBLN1,5.55E-17,8.25E-14
GAPDH,5.55E-17,8.25E-14
GPX2,5.55E-17,8.25E-14
HLA-DRA,5.55E-17,8.25E-14
IGFBP4,5.55E-17,8.25E-14
INS,5.55E-17,8.25E-14
KRT19,5.55E-17,8.25E-14
LGALS3,5.55E-17,8.25E-14
MTRNR2L12,5.55E-17,8.25E-14
MTRNR2L8,5.55E-17,8.25E-14
MYL9,5.55E-17,8.25E-14
RARRES2,5.55E-17,8.25E-14
REG4,5.55E-17,8.25E-14
S100A10,5.55E-17,8.25E-14
S100A6,5.55E-17,8.25E-14
SERPINF1,5.55E-17,8.25E-14
SPINK4,5.55E-17,8.25E-14
TAGLN,5.55E-17,8.25E-14
TFF3,5.55E-17,8.25E-14
THBS1,5.55E-17,8.25E-14
AGR2,1.11E-16,9.10E-14
C3,1.11E-16,9.10E-14
CEACAM6,1.11E-16,9.10E-14
COL6A2,1.11E-16,9.10E-14
CRP,1.11E-16,9.10E-14
CST1,1.11E-16,9.10E-14
CST2,1.11E-16,9.10E-14
CST4,1.11E-16,9.10E-14
FN1,1.11E-16,9.10E-14
FTH1,1.11E-16,9.10E-14
GCG,1.11E-16,9.10E-14
LCN2,1.11E-16,9.10E-14
MGP,1.11E-16,9.10E-14
MMP2,1.11E-16,9.10E-14
MTRNR2L1,1.11E-16,9.10E-14
MUC1,1.11E-16,9.10E-14
MZB1,1.11E-16,9.10E-14
PI3,1.11E-16,9.10E-14
PTMA,1.11E-16,9.10E-14
PYY,1.11E-16,9.10E-14
SERPINA1,1.11E-16,9.10E-14
SPARC,1.11E-16,9.10E-14
SPP1,1.11E-16,9.10E-14
TPT1,1.11E-16,9.10E-14
TSPAN8,1.11E-16,9.10E-14
TTR,1.11E-16,9.10E-14
C1QB,2.22E-16,1.41E-13
C1QC,2.22E-16,1.41E-13
CCDC80,2.22E-16,1.41E-13
COMP,2.22E-16,1.41E-13
FBN1,2.22E-16,1.41E-13
KRT18,2.22E-16,1.41E-13
LRRC15,2.22E-16,1.41E-13
MMP12,2.22E-16,1.41E-13
NBL1,2.22E-16,1.41E-13
PPP3R1,2.22E-16,1.41E-13
RNASE1,2.22E-16,1.41E-13
SAT1,2.22E-16,1.41E-13
STAB1,2.22E-16,1.41E-13
STN1,2.22E-16,1.41E-13
TFF1,2.22E-16,1.41E-13
THY1,2.22E-16,1.41E-13
TPM2,2.22E-16,1.41E-13
IGFBP5,5.55E-16,3.47E-13
NNMT,6.66E-16,4.06E-13
TMSB4X,6.66E-16,4.06E-13
CXCL1,8.88E-16,5.21E-13
ERBB3,8.88E-16,5.21E-13
KRT8,8.88E-16,5.21E-13
C4A,1.11E-15,6.44E-13
DCN,1.55E-15,8.80E-13
PTGIS,1.55E-15,8.80E-13
COL4A2,2.11E-15,1.18E-12
S100P,3.00E-15,1.66E-12
PHGR1,5.11E-15,2.79E-12
NACA2,5.55E-15,3.00E-12
