entrezgene,hgnc_symbol
NA,
NA,RNU6-438P
116448,OLIG1
343406,OR10R2
NA,
3135,HLA-G
693191,MIR606
104169670,TMEM5-AS1
NA,RNU2-37P
100500867,MIR3684
677811,SNORA28
NA,
3547,IGSF1
NA,RNU6-741P
NA,
NA,RN7SL280P
NA,ARMC4P1
100422876,MIR3148
NA,
NA,RN7SKP242
6331,SCN5A
NA,
NA,RNU2-53P
NA,
NA,KRT8P3
NA,
NA,
NA,
NA,RNU6-1028P
100302130,MIR1302-4
NA,
100422846,MIR3164
NA,
NA,
NA,
494323,MIR361
NA,RNA5SP420
NA,
100847007,MIR5696
653361,NCF1
NA,
NA,RN7SL715P
NA,
NA,
NA,NDUFB5P1
724026,MIR656
100422992,MIR3151
NA,
64848,YTHDC2
NA,
100422897,MIR4302
NA,
100532726,NDUFC2-KCTD14
NA,
NA,
100302277,MIR548I2
NA,
NA,
100616267,MIR4776-2
100616267,MIR4776-2
100616472,MIR4776-2
100616472,MIR4776-2
100616267,MIR4776-1
100616267,MIR4776-1
100616472,MIR4776-1
100616472,MIR4776-1
102465525,MIR6870
100500882,MIR3667
100422933,MIR378B
103695435,BBOX1-AS1
26834,RNU4-2
NA,
NA,
100616485,MIR4447
102465514,MIR6854
407052,MIR95
100616389,MIR4463
100616125,MIR4731
103504737,MIR8485
NA,RNU6-873P
NA,RNU6-559P
100313806,MIR1255B1
102465944,MIR6072
NA,RPL10AP1
102465857,MIR7976
NA,RNU6-1333P
NA,RNU6-1041P
NA,RN7SKP16
NA,
NA,
100422850,MIR548V
11227,GALNT5
55810,FOXJ2
100616316,MIR4524A
103504733,MIR6724-4
100616155,MIR4536-1
100616155,MIR4536-1
100847061,MIR4536-1
100847061,MIR4536-1
100616155,MIR4536-2
100616155,MIR4536-2
100847061,MIR4536-2
100847061,MIR4536-2
NA,RNU4-37P
NA,RNA5SP276
NA,RNA5SP435
NA,
NA,
503614,DEFB107B
NA,
NA,
NA,RN7SL558P
26815,SNORD36A
NA,RNU6-21P
NA,
6419,SETMAR
NA,RN7SKP3
55208,DCUN1D2
NA,RNU7-141P
NA,RNU2-44P
102466268,MIR6511A1
NA,RNU7-119P
NA,RN7SL624P
NA,RNA5SP340
NA,
594838,SNORD100
693177,MIR592
NA,
NA,
NA,RN7SL288P
88455,ANKRD13A
NA,RNU6-762P
767590,SNORD114-12
NA,
NA,
NA,RN7SKP293
NA,RNU6-583P
NA,
NA,
NA,
NA,
NA,
NA,RNU6-1069P
NA,
NA,
NA,RN7SL654P
NA,RNU6-1241P
2854,GPR32
NA,RNU6-660P
NA,RNA5SP55
NA,RNU6-801P
283677,REC114
100847004,MIR5188
NA,RNU7-182P
NA,RNU4-80P
NA,
NA,RNU6-341P
NA,
NA,
100847084,MIR548AP
NA,
25826,SNORD82
NA,RNU6-1324P
NA,
NA,
NA,
NA,
NA,RNY4P29
3448,IFNA14
NA,
NA,RN7SKP37
NA,RN7SL111P
NA,RNU7-196P
6998,TDGF1P3
NA,RNA5SP122
100126310,MIR876
440163,RNASE13
NA,
NA,RNU1-98P
NA,
54431,DNAJC10
NA,
NA,RNU6-1257P
NA,RNU6-1090P
NA,RN7SL290P
NA,RN7SL182P
157807,CLVS1
NA,
NA,RNU1-80P
NA,
NA,RN7SL337P
7150,TOP1
102723335,
NA,RN7SKP81
NA,RNU6ATAC16P
NA,NDUFAF4P2
NA,
NA,
NA,RN7SL545P
NA,RNA5SP91
NA,
NA,RPEP5
102466889,MIR8071-2
134266,GRPEL2
NA,RNU7-40P
26827,RNU6-1
NA,
NA,RPPH1-2P
NA,
NA,
NA,
59,ACTA2
NA,RNA5SP240
NA,
3697,ITIH1
NA,
NA,RN7SKP286
NA,RNU6-927P
101927667,LINC01535
7110,TMF1
NA,
NA,RN7SL493P
NA,RNU6-1087P
NA,
105375401,
102465683,MIR6511A3
NA,RNU6-47P
NA,
94163,SNORD38B
54440,SASH3
102466737,MIR6793
NA,
NA,
26801,SNORD48
693227,MIR642A
NA,
100422895,MIR4294
NA,
100847076,MIR5580
NA,
100126341,MIR891A
102465974,MIR6719
NA,RNU6-248P
619571,SNORD96A
NA,
NA,
157376,FER1L6-AS2
406972,MIR196A1
NA,RNA5SP483
NA,RNU6-13P
NA,
100500864,MIR3929
NA,
NA,IGKV1-33
NA,RN7SKP95
NA,
NA,MRPS16P2
NA,TNPO1P1
NA,RNU7-148P
NA,RNA5SP219
NA,
NA,RNU6-897P
80153,EDC3
NA,PRKXP1
55554,KLK15
NA,RNA5SP497
6229,RPS24
NA,RNU6-1123P
NA,
NA,RN7SKP257
100302268,MIR1285-2
NA,RNA5SP404
NA,RNU6-362P
NA,
NA,KLF2P2
NA,
NA,RN7SL691P
NA,HINT2P1
NA,RNU6-218P
100861522,LINC00489
NA,
55105,GPATCH2
NA,
NA,
NA,SLC25A6P5
NA,RNU6-807P
NA,RN7SKP79
NA,
283219,KCTD21
NA,RN7SKP208
NA,DPY19L2P5
27166,PRELID1
NA,
NA,RPL7P43
NA,RNU4ATAC7P
NA,
NA,RNU6-361P
NA,IGKV3-34
NA,SUMO2P4
NA,RN7SL841P
NA,JTBP1
NA,RN7SL454P
100302139,MIR1537
100287792,
NA,RN7SKP214
NA,RNU6-316P
23126,POGZ
8778,SIGLEC5
100616296,MIR4678
NA,
NA,SNORD2
NA,UBDP1
NA,
NA,ZNF511-PRAP1
NA,
2066,ERBB4
100616275,MIR4508
100847057,MIR5189
NA,RNU6-830P
NA,RNU6-881P
NA,
NA,
83758,RBP5
116461,TSEN15
NA,
NA,
NA,RNU6-1287P
NA,
NA,POU6F2-AS2
102465976,MIR6807
NA,
100506405,
65217,PCDH15
NA,
27177,IL36B
NA,CHCHD2P1
NA,
26521,TIMM8B
NA,RN7SL678P
NA,TRAJ43
27306,HPGDS
NA,
NA,
51206,GP6
NA,RBBP4P2
NA,HNRNPA1P50
23648,SSBP3
NA,RNU6-672P
NA,IGKV1-8
NA,
494328,MIR379
NA,
NA,WDR95P
NA,
100422844,MIR3118-3
NA,
NA,PRRX2-AS1
NA,FAR2P2
102465840,MIR7854
NA,
100129464,LINC01546
NA,TRAJ9
3903,LAIR1
NA,RN7SL658P
NA,ASS1P12
NA,
NA,
11198,SUPT16H
NA,TRAJ23
NA,OR7E87P
NA,RNU6-1308P
NA,
NA,RNU12-2P
NA,
NA,HSPE1P8
NA,
NA,
NA,
102465907,MIR6862-2
100616213,MIR4437
9950,GOLGA5
NA,RN7SL489P
NA,UNC93B6
NA,RNY1P5
NA,IGKV1OR2-6
407042,MIR34C
3812,KIR3DL2
100126306,MIR888
NA,
94162,SNORD38A
NA,BPY2DP
NA,
NA,
NA,RN7SKP102
2583,B4GALNT1
NA,RNU6-458P
101926895,CRTC3-AS1
339229,OXLD1
NA,RNU6-1334P
387882,C12orf75
10211,FLOT1
54898,ELOVL2
NA,
NA,KLF2P1
NA,DDX43P2
NA,
407016,MIR26A2
NA,
11046,SLC35D2
NA,
NA,
NA,
NA,OR7E25P
3812,KIR3DL2
441864,TARM1
NA,
NA,RPL35AP12
346171,ZFP57
100128098,ST8SIA6-AS1
2317,FLNB
51700,CYB5R2
NA,TTTY25P
2660,MSTN
NA,
348793,WDR53
NA,BMS1P4
54532,USP53
54932,EXD3
574445,MIR511
693195,MIR610
NA,RRN3P2
158866,ZDHHC15
102466189,MIR6715A
387338,NSUN4
NA,RNU6-694P
NA,TRBV22OR9-2
941,CD80
NA,
653073,GOLGA8J
653073,GOLGA8J
653073,GOLGA8J
653720,GOLGA8J
653720,GOLGA8J
653720,GOLGA8J
728498,GOLGA8J
728498,GOLGA8J
728498,GOLGA8J
NA,
63922,CHTF18
116238,TLCD1
NA,
4133,MAP2
NA,OR7E19P
NA,MTCO2P20
NA,
NA,
101927419,
51751,HIGD1B
8424,BBOX1
NA,
100126313,MIR744
54436,SH3TC1
100313884,MIR548H4
NA,
NA,
56256,SERTAD4
3458,IFNG
NA,
7473,WNT3
NA,
386676,KRTAP10-9
112714,TUBA3E
7082,TJP1
1018,TEN1-CDK3
NA,
NA,
NA,RNU6-609P
NA,
NA,
NA,OR7M1P
55245,UQCC1
79152,FA2H
8819,SAP30
NA,
NA,
NA,SUPT20HL2
51324,SPG21
574482,MIR520D
102464832,MIR6083
100847003,MIR5693
NA,
NA,RNA5SP365
NA,PAICSP2
10617,STAMBP
100500880,MIR3662
NA,
102465521,MIR6864
NA,PABPC1P13
100847063,MIR548AX
NA,IQCA1-AS1
407037,MIR320A
NA,
64922,LRRC19
NA,IGKV1-35
NA,
NA,TSEN15P1
NA,
NA,
3150,HMGN1
NA,
NA,
NA,
677800,SNORA12
353332,KRTAP12-1
NA,
NA,
NA,
NA,RNA5SP111
NA,
NA,RNA5SP517
NA,IGHV3-35
NA,IGKV2-36
NA,
NA,RNU6-358P
386679,KRTAP10-2
100188953,LINC00092
101928144,
91647,ATPAF2
NA,
NA,
NA,
NA,
58529,MYOZ1
53371,NUP54
NA,
NA,
NA,
NA,
100289341,MAN1B1-AS1
NA,
574461,MIR520E
NA,RNU6ATAC18P
NA,
401551,WDR38
NA,
NA,IGHV3-36
NA,
NA,RN7SL156P
NA,
NA,
NA,
NA,WNT5A-AS1
NA,RNU6-20P
NA,
54715,RBFOX1
NA,USP9YP22
NA,
NA,
NA,
140699,MROH8
NA,
NA,
NA,
NA,CLUHP10
3837,KPNB1
442917,MIR372
6208,RPS14
692215,SNORD112
NA,RPS3AP26
29103,DNAJC15
55216,C11orf57
NA,NDUFAB1P1
100132285,KIR2DS2
25960,ADGRA2
NA,RNA5SP201
2257,FGF12
NA,
NA,
100134934,TEN1
100507588,TGFBR3L
NA,
390243,IZUMO1R
NA,
NA,
NA,
100847033,MIR4436B2
NA,RNA5SP345
NA,IGHV1-2
NA,
100033422,SNORD116-10
NA,
116228,COX20
171019,ADAMTS19
102465882,MIR8089
161436,EML5
NA,
NA,
3805,KIR2DL4
NA,
200894,ARL13B
102723927,
NA,RPL31P40
6940,ZNF354A
NA,
3803,KIR2DL2
100129195,ZSCAN16-AS1
NA,
6218,RPS17
NA,
22997,IGSF9B
NA,
9951,HS3ST4
6909,TBX2
NA,
NA,
157724,SLC7A13
8831,SYNGAP1
8831,SYNGAP1
100847012,SYNGAP1
100847012,SYNGAP1
NA,FOXCUT
NA,IGKV2OR2-7
5089,PBX2
NA,
100131608,PRR23D1
4222,MEOX1
NA,RBM17P3
NA,CXADRP2
23232,TBC1D12
NA,HCG15
NA,
105373144,LINC01456
NA,
NA,
NA,
NA,
79949,PLEKHS1
11062,DUS4L
NA,IGBP1-AS2
86,ACTL6A
124274,GPR139
NA,SDCBPP1
10046,MAMLD1
3111,HLA-DOA
NA,
5826,ABCD4
NA,
NA,
64855,FAM129B
139105,BEND2
NA,CLYBL-AS1
286410,ATP11C
84839,RAX2
NA,
6598,SMARCB1
NA,IGHV3OR16-15
51555,PEX5L
120071,LARGE2
7135,TNNI1
NA,RPL7P26
NA,IGHV3OR16-6
8507,ENC1
NA,
566,AZU1
196472,FAM71C
NA,BCAR1P2
NA,INO80B-WBP1
102724774,LINC01594
NA,
NA,COX6CP2
NA,SETD6P1
NA,
NA,
728577,CNTNAP3B
728577,CNTNAP3B
100289279,CNTNAP3B
100289279,CNTNAP3B
NA,GAPDHP67
NA,
NA,
NA,
NA,
NA,
729440,CCDC61
NA,ATP13A5-AS1
136647,MPLKIP
NA,SNRPCP10
NA,
5653,KLK6
NA,
286053,NSMCE2
NA,
NA,LINC01516
NA,
NA,
NA,ATP13A4-AS1
22893,BAHD1
100313837,MIR762
NA,
NA,RNU6-1029P
100131315,
100505716,
NA,
NA,RNU6-1268P
23590,PDSS1
5069,PAPPA
NA,
NA,
NA,RN7SL76P
143496,OR52B4
677771,
127703,C1orf216
NA,BCLAF1P2
100507463,PSMB8-AS1
NA,CYCTP
83444,INO80B
NA,
10537,UBD
79626,TNFAIP8L2
83741,TFAP2D
NA,
100192379,
1459,CSNK2A2
NA,
100288966,
NA,
NA,
22985,ACIN1
NA,TDGF1P4
NA,REXO1L5P
10524,KAT5
NA,
670,BPHL
NA,
NA,
NA,
NA,MTCO2P3
2739,GLO1
442038,SULT1C3
NA,PRMT5-AS1
NA,
NA,
162461,TMEM92
285547,LINC01097
9586,CREB5
NA,
9747,TCAF1
NA,
NA,
51176,LEF1
NA,
NA,
NA,
57512,GPR158
NA,HMBOX1-IT1
57608,KIAA1462
NA,
NA,
NA,
729873,TBC1D3L
729873,TBC1D3L
101060376,TBC1D3L
101060376,TBC1D3L
NA,ATP5F1P4
NA,RAB42P1
NA,
NA,
2730,GCLM
NA,
NA,MED15P3
728294,D2HGDH
NA,
NA,
NA,
9043,SPAG9
NA,
10866,HCP5
10850,CCL27
NA,
NA,
4641,MYO1C
5176,SERPINF1
NA,MRPL35P1
NA,
26585,GREM1
388333,SPDYE4
1996,ELAVL4
221687,RNF182
NA,RNU6-429P
5699,PSMB10
56654,NPDC1
NA,
NA,E2F6P4
NA,
NA,VTRNA3-1P
NA,RNU6-696P
NA,
645166,
619568,SNORA4
NA,RPSAP72
103504726,MIR3670-3
NA,RNU6-993P
10718,NRG3
NA,RN7SKP229
114041,B3GALT5-AS1
574459,MIR512-2
NA,
NA,
8178,ELL
105376887,
NA,
NA,TAS2R2P
100500862,MIR3648-1
NA,
102465255,MIR6512
100126303,MIR890
NA,DUX4L33
NA,RNA5SP101
55034,MOCOS
NA,
100302116,MIR1265
6349,CCL3L3
6349,CCL3L3
414062,CCL3L3
414062,CCL3L3
257202,GPX6
NA,
NA,RERG-IT1
3486,IGFBP3
4485,MST1
NA,RN7SKP72
NA,RNU5E-3P
9303,SNORD25
NA,
NA,
55759,WDR12
NA,RNU6-407P
NA,
NA,
NA,PPIAP30
NA,UGT1A13P
59339,PLEKHA2
4696,
26024,PTCD1
NA,
56673,C11orf16
NA,
84102,SLC41A2
NA,
NA,VDAC1P13
NA,CROCCP5
NA,TRBV14
NA,RNU5D-1
NA,POU5F1P6
NA,
407045,MIR7-3
388695,LYSMD1
100422855,MIR4301
NA,RN7SL263P
NA,
NA,
NA,
NA,RPL39P38
NA,RNU6-1061P
NA,PMPCAP1
NA,NBPF17P
NA,RNU6-1339P
NA,
4855,NOTCH4
NA,
6572,SLC18A3
NA,
NA,
221262,CCDC162P
NA,
NA,RN7SKP106
NA,
1448,CSN3
283755,HERC2P3
NA,RNU4-67P
NA,OR7E15P
4487,MSX1
NA,OR10Q2P
100033806,SNORD115-32
222950,NYAP1
NA,RNU6-207P
NA,
NA,
NA,
100616145,MIR1273G
NA,RPL7AP58
693192,MIR607
767605,SNORD114-25
147687,ZNF417
NA,NPM1P43
407030,MIR30B
286467,FIRRE
NA,RNU6-46P
221527,ZBTB12
100313772,MIR548M
NA,
NA,SNORD116-17
NA,NMNAT1P3
NA,
NA,
NA,IGKV2OR2-8
NA,
NA,WDR45BP1
57017,COQ9
NA,
NA,
NA,
NA,LRRC34P2
NA,
NA,RHOXF1P3
NA,RN7SL272P
NA,
NA,HMGB1P42
79622,SNRNP25
NA,RNA5SP68
NA,MCRIP2P1
NA,RN7SKP55
NA,
55576,STAB2
NA,
NA,RNU1-14P
NA,RNU6-223P
NA,
NA,RNU4-84P
NA,
387638,C10orf113
NA,
NA,RNA5SP372
NA,
NA,
3199,HOXA2
NA,
100126297,MIR300
NA,RNU6-1197P
NA,
NA,
6307,MSMO1
NA,
219960,OR10Q1
100616317,MIR4777
NA,
57864,SLC46A2
NA,RNU6-650P
768219,MIR802
NA,
NA,
NA,
100423012,MIR3177
NA,
1775,DNASE1L2
79834,PEAK1
693128,MIR548B
NA,
NA,TUBB7P
100500879,MIR3668
6444,SGCD
100500822,MIR3937
NA,
406898,MIR105-2
NA,
93408,MYL10
79868,ALG13
NA,
693127,MIR548A3
NA,
NA,
100500918,MIR3651
NA,RN7SKP178
NA,
NA,
NA,RNU6-61P
NA,
64969,MRPS5
NA,RNA5SP174
NA,
NA,RNU6-214P
NA,
100506668,NRAV
NA,RNA5SP311
NA,
NA,
NA,
55450,CAMK2N1
NA,
407050,MIR93
100616265,MIR4433A
NA,
NA,RNU7-176P
NA,
58515,
NA,
282890,ZNF311
NA,RNU5A-4P
NA,PCED1CP
NA,
6184,RPN1
NA,
100526773,EPPIN-WFDC6
NA,RNU2-51P
9788,MTSS1
100500885,MIR3925
101930028,
NA,RN7SL153P
NA,
51480,VCX2
25873,RPL36
NA,
NA,UBE2HP1
51385,ZNF589
NA,RNA5SP422
NA,RN7SL554P
NA,LINC01066
NA,
NA,
NA,
11331,PHB2
NA,RN7SKP203
NA,
NA,
79647,AKIRIN1
403313,PLPP6
NA,TRAPPC2B
NA,RNU6-630P
NA,IGHV3-16
285596,FAM153A
115653,KIR3DL3
NA,RNU6-1210P
675,BRCA2
NA,RNU6-161P
11330,CTRC
NA,
NA,
9052,GPRC5A
9052,GPRC5A
693199,GPRC5A
693199,GPRC5A
NA,RNU6-192P
NA,RPS12P27
55503,TRPV6
94015,TTYH2
NA,RN7SKP130
NA,RNU6-260P
NA,
NA,RNU6-188P
NA,
55032,SLC35A5
NA,RNU6-544P
8764,TNFRSF14
NA,
390433,OR4K13
NA,
NA,RNA5SP207
NA,HSPD1P21
NA,
NA,
103504731,MIR3648-2
NA,
100616127,MIR4448
NA,RNU6-498P
NA,RHBDF1P1
NA,VN1R107P
286967,FAM223B
286967,FAM223B
100132967,FAM223B
100132967,FAM223B
102465865,MIR8062
NA,
NA,
NA,
100616210,MIR4737
NA,SNRPGP6
NA,RN7SL394P
NA,
440823,MIAT
154215,NKAIN2
NA,
NA,OR5B15P
113878,DTX2
NA,SCAANT1
NA,HLA-S
NA,
81566,CSRNP2
NA,
NA,
NA,
NA,RN7SKP87
NA,
NA,
NA,RNU6-1011P
NA,
NA,
NA,
NA,OR1R1P
NA,
NA,RNU7-106P
NA,
NA,
NA,RNU6-253P
NA,RNU6-1251P
NA,
NA,
NA,HCG24
NA,
NA,
43847,KLK14
NA,UCKL1-AS1
NA,
29978,UBQLN2
100287284,MANSC4
NA,IGHV1-67
573,BAG1
NA,
27076,LYPD3
NA,
7586,ZKSCAN1
442444,FAM47C
NA,GOLGA8DP
NA,
NA,
23645,PPP1R15A
8972,MGAM
NA,
22800,RRAS2
NA,MRPS18AP1
NA,
124401,ANKS3
6713,SQLE
1396,CRIP1
NA,
6314,ATXN7
92591,ASB16
7274,TTPA
NA,NEFLP1
23593,HEBP2
57348,TTYH1
NA,EEF1A1P1
148418,SAMD13
NA,TRBV6-1
101928840,PWRN3
NA,
148756,OVAAL
138241,C9orf85
55260,TMEM143
NA,
NA,EEF1A1P12
79048,SECISBP2
NA,MTCO1P11
NA,
NA,IGHVII-67-1
NA,
401250,MCCD1
NA,IGHVIII-67-2
NA,
NA,TRDV2
NA,FEN1P1
NA,
NA,
NA,
265,AMELX
NA,
NA,
2897,GRIK1
NA,
NA,
NA,
534,ATP6V1G2
125061,AFMID
NA,EEF1A1P3
NA,TXNP6
NA,
NA,
NA,
NA,BTBD7P2
NA,IGKV1-37
100507178,SLFNL1-AS1
57663,USP29
NA,
55631,LRRC40
NA,TSPY23P
2250,FGF5
NA,
1952,CELSR2
NA,
26531,OR11A1
57178,ZMIZ1
NA,
149478,BTBD19
NA,
NA,
51463,GPR89B
NA,
NA,
259295,TAS2R20
NA,
54963,UCKL1
54963,UCKL1
100302137,UCKL1
100302137,UCKL1
NA,
NA,
5203,PFDN4
NA,
NA,
101928062,
255967,PAN3
NA,
574464,MIR520F
NA,
NA,PPP1R26P4
574497,MIR527
54659,UGT1A3
283683,
NA,
NA,MTND5P12
51097,SCCPDH
NA,
1657,DMXL1
NA,FAM90A6P
NA,
NA,
6594,SMARCA1
NA,
353238,PADI6
3904,LAIR2
NA,IGKV1OR2-11
10406,WFDC2
NA,RPS3AP12
51206,GP6
8742,TNFSF12
NA,
NA,VTRNA2-1
NA,
NA,
3782,KCNN3
NA,NDUFS6P1
NA,
NA,
100422921,MIR3149
NA,
100616470,MIR4488
102465455,MIR6760
NA,RNA5SP256
NA,
NA,
406895,MIR103A1
NA,
100302228,MIR1261
NA,
NA,RN7SKP74
11024,LILRA1
8669,EIF3J
127428,TCEANC2
127428,TCEANC2
100616315,TCEANC2
100616315,TCEANC2
NA,RN7SL87P
10903,MTMR11
NA,RPS6P23
9627,SNCAIP
102465479,MIR6799
NA,
4898,NRDC
4898,NRDC
100313892,NRDC
100313892,NRDC
NA,RPS23P5
4852,NPY
100616144,MIR548AN
100847034,MIR5683
102465500,MIR6833
NA,
124944,C17orf49
NA,RN7SL43P
NA,NENFP3
NA,RNU6-528P
NA,RN7SL123P
NA,
5863,RGL2
NA,
NA,
NA,SSXP1
NA,
NA,
NA,
NA,RNU6-938P
6431,SRSF6
NA,RNU6-23P
201299,RDM1
677,ZFP36L1
NA,RNY1P3
NA,RN7SL741P
90134,KCNH7
10859,LILRB1
NA,
101928601,MEI4
79071,ELOVL6
NA,RN7SL716P
NA,THSD4-AS1
NA,
NA,
54807,ZNF586
83719,YPEL3
NA,RNU6-97P
NA,
100847082,MIR5692C1
8312,AXIN1
102466815,MIR7155
NA,OR52E1
NA,
358,AQP1
NA,RN7SL587P
NA,RNU1-22P
NA,RN7SL294P
NA,RN7SL327P
NA,
NA,RN7SL107P
257629,ANKS4B
100302187,MIR1297
100616209,MIR4461
NA,
84812,PLCD4
NA,RN7SKP173
NA,
23547,LILRA4
NA,
103625684,RNU6-2
NA,
112724,RDH13
NA,RNU7-30P
102465463,MIR6772
NA,FIGNL2
NA,
NA,
NA,
693152,MIR567
NA,
NA,SNORD126
NA,
NA,
102465509,MIR6846
285600,KIAA0825
51206,GP6
100422976,MIR4256
NA,
100302251,MIR1264
NA,
157739,TDH
NA,RNU6-222P
NA,
693188,MIR603
100500884,MIR3681
100422941,MIR4272
NA,IGKV2-38
NA,
NA,RNU6-278P
NA,
100616455,MIR548H5
NA,
NA,
140458,ASB5
NA,
100033805,SNORD115-31
NA,
10410,IFITM3
NA,
442184,OR2B3
102465538,MIR6892
5089,PBX2
6085,RNY3
80263,TRIM45
100616324,MIR1245B
102465138,MIR6131
NA,
NA,
23213,SULF1
NA,RNU6-1015P
NA,
NA,
NA,
NA,
NA,RNU6-346P
NA,
NA,RNU6-961P
NA,
342850,ANKRD62
100500869,MIR3672
NA,
81797,OR12D3
85415,RHPN2
NA,RNA5SP136
115939,TSR3
NA,RPS26P52
692233,SNORD117
NA,
1804,DPP6
692092,SNORD32B
390327,OR6C70
NA,RNU6-841P
NA,
NA,IGKV1-39
NA,RNA5SP250
101929428,PTPRD-AS2
NA,
NA,RN7SL807P
6418,SET
NA,
NA,
NA,
NA,CCT4P2
767579,SNORD114-3
199,AIF1
NA,
NA,
101340251,SNORD124
NA,
80164,PRR36
NA,
NA,LINC00969
NA,
NA,RPL31P63
6016,RIT1
100126324,MIR934
NA,RNU2-70P
NA,RNU6-174P
NA,
147798,TMC4
100616468,MIR4742
100616440,MIR548AG2
NA,
NA,
403284,OR6C68
203068,TUBB
NA,
NA,RNU1-133P
NA,
100628560,MIR3155B
NA,TTC3-AS1
1326,MAP3K8
100616336,MIR548AB
NA,
341416,OR6C2
NA,RNA5SP22
NA,RNU2-23P
100422978,MIR3185
8454,CUL1
693220,MIR635
100616406,MIR4521
3806,KIR2DS1
NA,
100422875,MIR3192
100616235,MIR4457
100126302,MIR450B
NA,RNU6-197P
NA,RNU6-139P
100169759,RNA5S8
406912,MIR125B2
NA,RNU6-782P
NA,RNA5SP167
100507602,TRIM52-AS1
101929184,LINC01031
NA,
7107,GPR137B
100302276,MIR1290
NA,NACAP5
84890,ADO
NA,
102466731,MIR6769A
23217,ZFR2
NA,RNU6-1112P
NA,
NA,
NA,
728689,EIF3CL
126123,IZUMO2
NA,PSG10P
NA,INMT-FAM188B
NA,
NA,
102466250,MIR7973-1
100423019,MIR4307
NA,
NA,EIF2S2P4
NA,
NA,GEMIN8P3
102466742,MIR6818
NA,
NA,
102467005,MIR8084
100847043,MIR5682
7052,TGM2
NA,
100302175,MIR1207
NA,RN7SKP92
NA,OR6C64P
57569,ARHGAP20
100302255,MIR1323
387914,SHISA2
5678,PSG9
NA,
30062,RAX
NA,
100616202,MIR4634
NA,
NA,RNY3P12
NA,
NA,ZNF209P
7220,TRPC1
23513,SCRIB
23513,SCRIB
100126338,SCRIB
100126338,SCRIB
NA,RNU11-2P
NA,NPTN-IT1
NA,
100129215,
79919,C2orf54
NA,
NA,
NA,RPL12P1
440836,ODF3B
NA,RNA5SP403
NA,
NA,RNU6ATAC4P
585,BBS4
79166,LILRP2
NA,CCT4P1
NA,RNU6-1131P
341418,OR6C4
NA,RN7SKP15
NA,
101927081,MIR4307HG
799,CALCR
NA,
NA,BNIP3P33
56063,TMEM234
85019,TMEM241
NA,
51816,CECR1
55655,NLRP2
57623,ZFAT
NA,
NA,
NA,
NA,
100289650,
2954,GSTZ1
2782,GNB1
NA,
NA,
NA,
140832,WFDC10A
NA,
NA,AK4P6
NA,
64806,IL25
NA,
NA,
NA,
NA,
25984,KRT23
257068,PLCXD2
NA,RRM2P3
122042,RXFP2
57615,ZNF492
NA,
NA,RNU7-88P
NA,
NA,RNU6-864P
NA,
NA,RNA5SP359
NA,MTCO3P46
57695,USP37
301,ANXA1
169436,STKLD1
NA,
NA,
NA,RN7SL213P
NA,RNU6-377P
79752,ZFAND1
NA,
NA,
NA,
NA,RN7SKP263
7538,ZFP36
NA,RN7SL39P
NA,
259287,TAS2R41
NA,RNU5F-6P
NA,
NA,RNU7-62P
NA,IGHD5OR15-5A
100286922,
9301,SNORD27
NA,ZNF723P
NA,
NA,
NA,
NA,RNY1P7
NA,
NA,
NA,IGHV3-37
NA,
2120,ETV6
NA,
NA,TRBV15
81555,YIPF5
100131208,SNAP25-AS1
NA,SLC7A5P2
NA,IGHV1-69-2
NA,
NA,RPL7AP31
55655,NLRP2
7536,SF1
NA,LARP1BP3
NA,
160518,DENND5B
NA,CEACAMP5
NA,IGLV3-16
NA,RPS27P22
6781,STC1
NA,RPSAP45
11152,WDR45
102157402,AK6
2934,GSN
10730,YME1L1
10254,STAM2
53836,GPR87
440533,PSG8
3490,IGFBP7
105378220,
4283,CXCL9
3126,HLA-DRB4
91851,CHRDL1
101927034,ROR1-AS1
646799,ZAR1L
NA,BNIP3P36
NA,RNU6-995P
23568,ARL2BP
NA,
101929164,
NA,RNU7-85P
NA,
4758,NEU1
NA,
57684,ZBTB26
NA,
NA,
NA,
NA,RN7SL293P
100302204,MIR548I1
100616448,MIR4792
NA,RNU6-826P
407029,MIR30A
NA,
768218,MIR766
NA,RN7SL22P
NA,
NA,GRAMD4P6
NA,
NA,
NA,
NA,RNU6-241P
NA,
NA,
10095,ARPC1B
406973,MIR196A2
100616285,MIR4645
100616454,MIR4497
693171,MIR586
NA,
NA,FAM90A16P
NA,
NA,
NA,
100500809,MIR23C
NA,SAPCD1-AS1
NA,RNU6-160P
NA,
NA,
NA,RNU2-60P
NA,
NA,
NA,
101928809,
NA,
NA,
9050,PSTPIP2
NA,
NA,RN7SL330P
439941,FER1L6-AS1
421,ARVCF
NA,TNXA
NA,RNY4P28
129831,RBM45
5345,SERPINF2
NA,RNU6-531P
NA,RN7SL518P
8614,STC2
NA,
2057,EPOR
NA,
NA,
NA,
NA,
23415,KCNH4
51601,LIPT1
NA,RNA5SP214
79160,
NA,
55763,EXOC1
NA,RN7SL326P
NA,
NA,RNU6-1171P
NA,COX6CP12
NA,
NA,
NA,
NA,
NA,RN7SKP160
NA,RN7SL687P
NA,
245973,ATP6V1C2
83935,TMEM133
NA,
89782,LMLN
NA,
NA,
57605,PITPNM2
79803,HPS6
105379554,
NA,RNA5SP474
NA,IGKV2-40
55152,DALRD3
29992,PILRA
