X5S_rRNA,0
X5_8S_rRNA,0.008849558
X7SK,0
A1BG.AS1,0.008849558
A1CF,0
A2M,0.424778761
A2M.AS1,0.008849558
A2ML1,0
A4GALT,0.168141593
A4GNT,0.017699115
AAAS,0.150442478
AACS,0
AADAC,0
AADAT,0.008849558
AAED1,0
AAGAB,0.044247788
AAK1,0.061946903
AAMDC,0.132743363
AAMP,0.265486726
AAR2,0.026548673
AARD,0.008849558
AARS,0.221238938
AARS2,0.053097345
AARSD1,0
AASDH,0
AASDHPPT,0.026548673
AASS,0
AATF,0.230088496
AATK,0.026548673
ABAT,0.017699115
ABBA01006766.1,0
ABCA1,0.008849558
ABCA10,0
ABCA12,0.008849558
ABCA13,0
ABCA2,0.123893805
ABCA3,0.008849558
ABCA5,0.008849558
ABCA6,0
ABCA7,0.150442478
ABCA8,0.053097345
ABCA9,0
ABCB1,0
ABCB10,0.008849558
ABCB4,0
ABCB5,0
ABCB7,0.044247788
ABCB8,0.185840708
ABCB9,0.03539823
ABCC1,0.03539823
ABCC10,0.079646018
ABCC13,0
ABCC3,0.716814159
ABCC4,0
ABCC5,0.07079646
ABCC6,0.008849558
ABCC6P1,0.017699115
ABCC6P2,0.008849558
ABCC8,0.008849558
ABCC9,0
ABCD1,0.026548673
ABCD1P2,0
ABCD3,0.026548673
ABCD4,0.026548673
ABCE1,0.017699115
ABCF1,0.318584071
ABCF2,0.10619469
ABCF3,0.274336283
ABCG1,0.097345133
ABHD1,0
ABHD10,0.088495575
ABHD11,0.530973451
ABHD11.AS1,0.03539823
ABHD12,0.247787611
ABHD12B,0
ABHD13,0
ABHD14A,0.026548673
ABHD14B,0.274336283
ABHD15,0.044247788
ABHD15.AS1,0
ABHD17A,0.07079646
ABHD17AP1,0
ABHD17AP3,0.061946903
ABHD17AP4,0
ABHD17AP5,0
ABHD17AP6,0
ABHD17B,0.008849558
ABHD17C,0.601769912
ABHD18,0.008849558
ABHD2,0.230088496
ABHD3,0
ABHD4,0.115044248
ABHD5,0.008849558
ABHD6,0
ABHD8,0.008849558
ABI1,0.026548673
ABI1P1,0.017699115
ABI2,0.053097345
ABI3,0.026548673
ABI3BP,0
ABL1,0.274336283
ABL2,0.097345133
ABLIM1,0.513274336
ABLIM2,0.008849558
ABLIM3,0.079646018
ABO,0.017699115
ABR,0.03539823
ABRA,0
ABRACL,0.017699115
ABRAXAS1,0.017699115
ABRAXAS2,0.008849558
ABT1,0.07079646
ABTB1,0.513274336
ABTB2,0
AC000032.1,0
AC000067.1,0.008849558
AC000068.1,0
AC000068.2,0
AC000068.3,0
AC000081.1,0.10619469
AC000089.1,1.495575221
AC000095.2,0
AC000123.2,0
AC000367.1,0
AC000403.1,0
AC001226.2,0.008849558
AC002044.1,0.026548673
AC002044.2,0
AC002056.1,0
AC002075.1,0
AC002075.2,0.371681416
AC002076.1,0
AC002094.2,0
AC002094.5,0
AC002306.1,0
AC002310.1,0
AC002310.3,0
AC002350.1,0.10619469
AC002350.2,0
AC002366.1,0
AC002367.1,0.008849558
AC002375.1,0
AC002384.1,0
AC002398.2,0
AC002401.4,0.03539823
AC002429.2,0
AC002465.1,0
AC002467.1,0
AC002470.1,0.008849558
AC002486.2,0
AC002504.1,0
AC002519.1,0
AC002519.2,0.008849558
AC002545.1,0
AC002546.1,0
AC002550.2,0.008849558
AC002558.1,0.185840708
AC002558.2,0
AC002558.3,0
AC002985.2,0
AC003001.2,0.017699115
AC003002.1,0.026548673
AC003029.1,0
AC003035.1,0
AC003071.1,0
AC003072.1,0
AC003075.1,0
AC003087.1,0
AC003092.1,0.008849558
AC003101.1,0
AC003101.2,0
AC003102.1,0.03539823
AC003102.2,0
AC003681.1,0.03539823
AC003684.1,0
AC003973.3,0
AC003975.1,0
AC003982.1,0.017699115
AC003986.3,0
AC004000.1,0
AC004006.1,0
AC004024.1,0
AC004057.1,0.522123894
AC004067.1,0
AC004069.1,0.150442478
AC004129.1,0.008849558
AC004130.1,0
AC004148.2,0
AC004156.1,0.017699115
AC004217.1,0.044247788
AC004223.1,0.07079646
AC004224.1,0.017699115
AC004233.3,0.017699115
AC004233.4,0
AC004241.1,0
AC004241.3,0.008849558
AC004253.1,0
AC004257.1,0
AC004263.1,0
