A1BG,0
A1CF,0
A2M,1.125
A2ML1,0
A4GALT,0.102272727
A4GNT,0
AAAS,0.159090909
AACS,0.068181818
AADAT,0.034090909
AAED1,0.011363636
AAGAB,0.034090909
AAK1,0.147727273
AAMDC,0.068181818
AAMP,0.272727273
AANAT,0.011363636
AAR2,0.045454545
AARD,0.011363636
AARS,0.102272727
AARS2,0.056818182
AARSD1,0.011363636
AASDH,0
AASDHPPT,0.022727273
AASS,0.045454545
AATF,0.193181818
AATK,0.011363636
ABAT,0.011363636
ABCA1,0.068181818
ABCA10,0.056818182
ABCA12,0.045454545
ABCA13,0.011363636
ABCA2,0.25
ABCA3,0.034090909
ABCA4,0
ABCA5,0.045454545
ABCA6,0.034090909
ABCA7,0.079545455
ABCA8,0.079545455
ABCA9,0.034090909
ABCB1,0.022727273
ABCB10,0.034090909
ABCB11,0
ABCB4,0.022727273
ABCB5,0.011363636
ABCB7,0.011363636
ABCB8,0.318181818
ABCB9,0.022727273
ABCC1,0.034090909
ABCC10,0.068181818
ABCC11,0.011363636
ABCC2,0
ABCC3,0.170454545
ABCC4,0.034090909
ABCC5,0.068181818
ABCC6,0
ABCC8,0
ABCC9,0.022727273
ABCD1,0.090909091
ABCD2,0
ABCD3,0
ABCD4,0.068181818
ABCE1,0.045454545
ABCF1,0.5
ABCF2,0.181818182
ABCF3,0.227272727
ABCG1,0.079545455
ABCG2,0
ABHD1,0
ABHD10,0.022727273
ABHD11,0.227272727
ABHD12,0.25
ABHD12B,0.011363636
ABHD13,0.022727273
ABHD14A,0.113636364
ABHD14B,0.397727273
ABHD15,0.022727273
ABHD17A,0.136363636
ABHD17B,0.011363636
ABHD17C,0.034090909
ABHD18,0.045454545
ABHD2,0.090909091
ABHD3,0.034090909
ABHD4,0.034090909
ABHD5,0.011363636
ABHD6,0
ABHD8,0.079545455
ABI1,0.079545455
ABI2,0.056818182
ABI3,0.079545455
ABI3BP,0.045454545
ABL1,0.363636364
ABL2,0.227272727
ABLIM1,0.284090909
ABLIM2,0.011363636
ABLIM3,0.011363636
ABO,0
ABR,0.045454545
ABRACL,0.022727273
ABT1,0.022727273
ABTB1,0.329545455
ABTB2,0
AC001226.2,0
